pelicula,genero,duracion,presupuesto,recaudacion,director,fecha_nac_director,actor_protagonista,fecha_nac_prota
Ricky & Barabba,Fantasía,3.49,11102880.17,22095381.14,Edyth Morgue,9/26/1959,Dionisio Swancock,4/6/2008
Siegfried & Roy: The Magic Box,Documental,1.99,15477296.32,40449245.87,Cammy Lingner,1/22/1957,Tonie Crannach,8/26/1932
Trapped,Animación,1.46,6310961.44,6241984.71,Clim Lemmanbie,5/25/1959,Wally Minchindon,11/27/1988
Moving the Mountain,Western,2.1,15291994.54,33364236.34,Tabb Brock,12/1/1945,Retha Phuprate,6/30/1993
Silent Trigger,Drama,3.65,17708833.78,11962862.38,Andee Syne,8/22/1942,Myranda Sarfatti,12/14/1977
"That Day, on the Beach (Hai tan de yi tian)",Fantasía,1.1,26010049.68,35498067.11,Letisha Smullin,3/18/1994,Guthrie Bowser,1/29/1955
"Idle Class, The",Drama,3.41,7208844.74,12885176.31,Levi Blakeborough,4/14/2013,Jackqueline Belding,6/4/1955
"Candy Snatchers, The",Suspense,3.56,5790420.67,14281496.72,Miltie Manterfield,12/28/1990,Flore Pyne,1/23/2000
"Oh, God! Book II",Fantasía,2.26,28176049.87,65155538.23,Mary Oddey,9/4/1969,Devina Carle,2/22/2006
Deliver Us from Evil,Western,2.26,21416713.06,23828797.67,Berny Breslin,5/7/2019,Bruis Sutherley,5/18/1982
False as Water (Falsk som vatten),Aventura,2.9,24468395.24,70114755.03,Kally Titmus,1/29/1943,Brietta Verecker,5/27/1996
Night Train,Musical,3.31,20954838.81,18444758.2,Phaedra Aloshechkin,6/17/1992,Averill Lewendon,11/23/2003
Free Willy 2: The Adventure Home,Musical,2.59,15623958.19,8546596.66,Lisette Castanie,8/26/2013,Alexandra Whitmarsh,8/28/1930
Sun Wind (Aurinkotuuli),Fantasía,2.75,10472337.98,6588173.24,Carla Vitall,11/6/1974,Lance Goalby,8/2/1992
Pretty Persuasion,Misterio,3.36,28547864.48,14485567.55,Con Duddan,11/14/2025,Teri O'Fihily,3/31/1990
"Last Frontier, The",Histórico,2.62,25544350.7,38200490.68,Annamaria Btham,10/14/1976,Gerri Stanner,5/15/1986
"Wrath of God, The",Histórico,2.76,10914323.08,13833972.31,Gladys Norway,1/22/1987,Carree Sturgeon,5/27/1967
a/k/a Tommy Chong,Documental,3.52,9375130.32,27830578.55,Olympia McPeeters,6/2/2010,Gannon Luxton,6/11/1986
Hierro ,Misterio,3.87,10895987.49,14318299.18,Mamie Zanitti,3/21/1987,Adam Backson,1/31/1963
Same Old Song (On connaît la chanson),Aventura,1.8,16504825.27,48503516.98,Tom Lynnitt,11/11/1982,Valentina Lambeth,5/31/2015
"Fire Within, The (Feu follet, Le)",Western,3.29,10256676.44,15110655.89,Sande Mottley,10/6/1970,Hannis Ledley,5/11/1974
Arrowsmith,Animación,2.47,24393361.3,41572281.06,Dasie Burkin,7/30/1978,Ingar Godehard.sf,10/11/1954
Come Dance with Me!,Animación,3.69,15970294.09,31982372.02,Shanna Wanek,12/23/1999,Dara Sorro,2/23/1993
"Brothers Rico, The",Misterio,3.09,21767540.88,49970262.11,Darline Locarno,1/23/1965,Brody Skivington,6/5/2025
Go,Acción,2.74,22742434.27,46165484.32,Murielle Choffin,3/29/1946,Eleonore Thorndycraft,8/19/1946
"Lost, The",Musical,1.56,29187748.39,83025417.53,Halie O' Timony,5/17/2005,Byram Traut,7/1/1978
Hide in Plain Sight,Cine negro,2.24,15879710.96,32702198.31,Cornie Karpets,10/23/1965,Doralynn Wallbank,5/7/2012
"Children of Heaven, The (Bacheha-Ye Aseman)",Drama,1.4,15999266.03,22907802.03,Rebe Baldick,2/14/1961,Vina Pharaoh,12/24/1995
Teheran 43: Spy Ring (a.k.a. Assassination Attempt) (Tegeran-43),Musical,2.05,11208709.03,6708585.53,Mellisa Dalliwatr,7/29/1965,Stavros Harman,11/9/2018
Two Queens and One Consort (Twee vorstinnen en een vorst),Fantasía,2.16,25951233.85,42407436.09,Shelli Whyman,1/12/1969,Pammie Scurrer,1/17/1994
16 Years of Alcohol,Histórico,2.75,5857519.85,3612785.7,Stern Pecht,10/3/1941,Monti Booty,7/18/2002
"Horror Hotel (a.k.a. City of the Dead, The)",Cine negro,1.61,7256958.34,4755362.19,Heinrick Woller,9/21/2021,Mikael Twamley,12/21/1990
The Stanford Prison Experiment,Romance,1.53,10945656.8,5865127.59,Horacio Pottes,6/28/1956,Nomi Maciunas,8/10/1980
My Stepmother Is an Alien,Bélico,2.5,21430682.63,40878872.02,Katharina Cassius,1/18/1937,Sloane Allan,10/14/1979
Ticked-Off Trannies with Knives,Romance,1.37,16468825.22,44934409.06,Angeline Poles,7/21/1952,Wiatt Dallaghan,12/22/1965
The Fighting 69th,Misterio,2.39,25009120.36,24444313.0,Leeanne Aslam,3/15/1941,Garek Judgkins,4/5/1968
Across 110th Street,Animación,3.7,7081235.12,8303982.51,Nicolle Winchurst,12/10/2000,Gearalt Muggleton,6/8/1938
Lone Star,Romance,1.14,18683380.38,30464955.3,Reiko O'Fairy,10/7/1982,Lynnell Ledingham,6/3/2022
Death Note 2: The Last Name,Animación,2.55,27483780.87,17298924.79,Eddi Easterling,6/24/1978,Halli Antoniades,3/17/1934
I Am Cuba (Soy Cuba/Ya Kuba),Bélico,2.33,26709785.54,32410826.28,Katusha Baumer,4/9/1942,Laurette Young,11/28/1997
Bowling for Columbine,Terror,1.72,19826499.49,49317804.98,Fredi Emmines,3/16/2009,Nessi Larrad,10/14/1933
Artois the Goat,Documental,2.8,7055797.11,6419240.46,Johna Stopher,8/2/1967,Vyky Korneluk,2/4/2020
Ce que mes yeux ont vu,Bélico,3.61,15290673.68,35915912.77,Fredi Lghan,2/10/1931,Ludwig Dubery,7/8/2003
Woodsman and the Rain (Kitsutsuki to ame),Histórico,2.91,11876713.99,33223779.31,Mohandas Murden,7/1/1941,Ortensia Jaimez,1/16/2011
Saturday Night,Suspense,1.81,24883174.55,37568165.95,Manolo Stannus,6/8/2024,Skipp Gerber,5/26/1941
Summer Palace (Yihe yuan),Ciencia ficción,1.37,18748977.85,46898654.01,Drusilla Pendrigh,11/4/1961,Berkeley Lewzey,11/27/1931
"Ideal Husband, An",Animación,1.42,25050806.7,64496943.14,Rafaelia Mandrake,5/28/2018,Nels Negri,7/21/1972
Fred: The Movie,Western,3.2,16317696.81,35147983.15,Jamesy Mowett,10/30/1936,Rosalinda Honisch,8/31/1985
Suicide Club (Jisatsu saakuru),Histórico,1.52,22769046.29,51177136.36,Cyrille Skippen,7/15/1992,Marylin Lill,8/11/1949
MURDER and murder,Documental,1.77,8520891.67,13433488.88,Amity Eccleshall,3/31/1955,Cordy Moran,6/13/1955
"Purple Gang, The",Drama,3.53,26030051.97,56710296.25,Kellia Bygraves,8/14/1949,Bernard Pollicatt,8/4/2024
"Nun, The (La religieuse)",Documental,2.38,29157259.91,40140502.57,Renee Odda,8/23/1959,Shadow Fildery,4/6/1948
Star Trek Into Darkness,Histórico,1.93,10035080.31,9509039.85,Lishe Vallintine,6/1/2013,Barty Berrington,5/7/1937
Starlet,Bélico,3.99,15436116.03,24204558.31,Janeta Buckham,10/18/1954,Abeu Divers,9/10/1939
"Grandmaster, The (Yi dai zong shi)",Comedia,3.52,11551358.65,31293850.6,Elenore Richfield,8/20/1999,Sidney Bindon,7/21/2013
Carve Her Name with Pride,Fantasía,1.87,6113062.58,5961147.43,Lynett Stiggers,11/26/1962,Marmaduke McArley,10/1/1950
Cool Runnings,Comedia,2.96,14369717.06,37210482.25,Morie Normavell,5/7/1936,Thia Clitheroe,3/17/1968
Home Sweet Hell,Romance,3.65,29574630.36,17661219.1,Kenn Meins,12/20/1954,Keslie Hiskey,3/27/1944
Ice Bound,Animación,1.65,5698467.4,2995321.4,Gunther Barnham,9/20/2018,Merrily Hunnable,3/31/2004
Whity,Misterio,1.91,7916206.76,5097635.68,Augustus Cadman,11/26/2014,Darbie Nardoni,2/5/2014
"Buddy Holly Story, The",Comedia,1.98,7521028.72,17681098.34,Rhianna Tocque,12/8/1939,Rosina Riepl,12/11/2018
Chapayev,Drama,1.97,11735208.6,29207868.13,Armando Leman,8/24/1996,Rollie Brownsell,9/25/1938
Six Pack,Animación,2.45,11454711.88,8628595.21,Lindy Rushe,7/21/2019,Malcolm Pentecust,12/10/1964
Last Man Standing,Terror,2.97,7001326.27,14195323.01,Beatrix Colwill,4/8/1980,Zia Boyson,8/22/2008
"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le)",Ciencia ficción,3.68,5565189.65,12264747.44,Darryl Sissel,2/28/1964,Ethelyn Lyver,7/18/1966
"20,000 Leagues Under the Sea",Suspense,3.05,10707110.13,29276924.73,Ronald Cheson,5/7/1970,Vicki Garthshore,7/31/1961
The Diary of Anne Frank,Western,2.48,29810336.17,36496319.52,Marilee Ginie,2/13/1944,Sandie Maior,6/6/1939
Telling Lies in America,Ciencia ficción,2.43,8715330.24,22901274.7,Alain Spindler,6/5/2025,Allister Ruperto,10/24/2000
Shadows in an Empty Room,Ciencia ficción,2.83,6795560.86,9838279.11,Malachi Thynne,3/9/1952,Sofie Matoshin,9/25/1955
Dante's Peak,Comedia,1.49,20517137.62,20548942.77,Joleen Buntine,11/30/1930,Mirna Hayto,11/11/1996
Goodbye to All That,Musical,2.1,24833115.0,37608620.94,Clarine Crowe,6/25/1952,Zorah Leachman,1/8/1980
There Goes My Baby,Musical,2.95,5118318.83,10439513.17,Davey Bahl,2/10/2024,Ree Dory,10/29/1942
Children of the Corn 666: Isaac's Return,Histórico,2.69,11284535.3,15102485.17,Phebe Tremonte,8/15/2022,Sollie Garnsey,11/16/1987
Fever Pitch,Fantasía,2.95,14476211.36,33308692.15,Margaux Stranio,11/28/1971,Gilemette Champniss,10/11/1963
Naked in New York,Documental,1.27,18008782.3,25956379.25,Kori Boanas,1/15/2008,Nicholas Glasscock,6/14/2008
Wonderland,Documental,3.65,25577598.98,20744181.33,Ernesto Newdick,11/2/2013,Moira Danihelka,4/5/2005
Peyton Place,Fantasía,2.88,21973786.03,38761487.43,Judon Westcott,8/12/2002,Adler Guppie,11/21/1952
"Big Bang Theory, The (2007-)",Acción,3.64,22565117.89,21182900.97,Gerianna Hradsky,5/15/1968,Julissa McAtamney,4/15/1942
Mandela: Long Walk to Freedom,Histórico,1.2,28767639.55,83071747.7,Avigdor Hannabus,11/27/1964,Waldemar Espino,5/3/1937
"Hudsucker Proxy, The",Terror,3.03,27519379.08,37596398.23,Robenia MacFadin,2/16/2001,Aarika De Gregario,2/29/2020
Stereo,Documental,2.8,13739486.07,25292380.59,Leonelle Truwert,2/27/2019,Rodd Wagstaff,10/31/1981
Flywheel,Animación,2.05,11096791.09,12239037.91,Irwinn Bodocs,8/31/1943,Kati Dempster,8/9/1950
Geronimo: An American Legend,Documental,1.68,12509445.82,22167538.83,Carling Rubinsaft,9/23/1964,Amalia Willetts,7/28/1993
"Blue Lagoon, The",Western,3.16,20182618.41,48592424.14,Benn Castellucci,12/12/1973,Killie Ibanez,3/3/1957
Miguel and William (Miguel y William),Comedia,1.34,27680163.48,22218018.03,Andy Daid,3/11/1995,Haroun Delamere,6/6/1974
"Heartbreak Kid, The",Western,1.57,13107493.88,29493969.74,Lola Hegg,9/22/1964,Glenn Tchaikovsky,9/6/1932
Villa Amalia,Misterio,3.07,10326466.85,9868594.03,Wendeline Raoux,1/21/1981,Naoma Gunson,5/1/1967
Due Date,Ciencia ficción,1.14,8565477.7,25538994.52,Lorry Eydel,5/25/2006,Bearnard Darque,4/21/2021
Bizarre,Fantasía,3.73,25679549.18,56681756.2,Grace Lendon,4/8/2012,Fernanda Cremins,5/14/1998
"Adventures of Prince Achmed, The (Abenteuer des Prinzen Achmed, Die)",Western,2.71,28370695.37,56814855.17,Cecilla Fozard,2/29/1976,Tiertza Feathersby,8/5/2009
Tokyo Sonata,Musical,3.47,19263552.99,50508733.59,Jere Hissie,6/2/1960,Winifield Regnard,12/23/1966
Space Pirate Captain Harlock,Animación,1.02,5140786.78,10285706.96,Ag Mitton,7/12/1980,Neils Yeldham,8/21/1938
Dream Wife,Animación,2.73,28557086.58,65347494.71,Pepe Catterell,3/1/2021,Anne-corinne Bibbie,7/10/2023
"Obama Deception: The Mask Comes Off, The",Terror,3.43,16055108.89,37746218.32,Chiquita Kleehuhler,10/3/1942,Flinn McPolin,8/29/1936
Our Dancing Daughters,Cine negro,3.85,14216194.48,38734298.14,Richmond Tukely,5/17/2025,Fabiano Jeves,5/22/1996
Cocoon: The Return,Cine negro,1.88,24910124.62,56123099.87,Damita Hairyes,5/21/2002,Valery Gales,11/5/1985
Ceremony,Animación,2.06,14797180.09,21135271.91,Kit Medwell,11/9/1969,Bary Corradini,7/4/2007
"Giver, The",Comedia,3.92,23598587.65,50040440.58,Brenna Crimes,1/11/1998,Humfrid Gravenell,3/12/1955
Forget me not,Bélico,1.92,10040174.08,27416961.52,Shawn Jacques,9/22/2003,Kermit Swyer-Sexey,7/26/1994
Fighter,Cine negro,1.94,8030678.01,23491319.81,Arlan Izzett,2/23/1959,Hillard Orgee,6/25/1980
Article 99,Suspense,3.96,16523140.47,30173454.47,Lance Raspel,6/16/2014,Angelita Elbourne,6/6/1942
"Fast Runner, The (Atanarjuat)",Misterio,2.37,21410200.44,38514851.08,Viki Woodes,11/19/1969,Reinaldo Garrelts,9/2/1989
"Man Who Saves the World, The (Dünyayi Kurtaran Adam)",Comedia,1.77,12498223.56,30217875.86,Marcella Tranfield,10/21/2015,Hart Hubberstey,11/2/1945
Pola X,Animación,3.7,14871485.92,14343479.59,Maude Emm,1/16/2022,Shanda Cullrford,5/2/1940
Prairie Fever,Drama,1.64,28832951.11,60589278.19,Hallie Sherington,9/29/1952,Tuck Stocken,5/11/2002
Little Children,Animación,1.17,13417544.29,18066530.37,Renato Boyan,12/6/1950,Bernita Elia,3/30/1963
The First Movie,Aventura,3.24,20654200.75,50863305.36,Dacy Barnard,5/22/2012,Abran Conkay,6/27/1942
The Monkey King,Bélico,1.22,26035428.95,25705476.76,Annissa Sporrij,2/3/1961,Amitie Corby,5/12/1981
Night and Day,Drama,3.97,16830995.38,25914244.79,Amata Challin,7/5/1994,Robin Heistermann,2/21/1989
It Runs in the Family (My Summer Story),Aventura,2.58,23926899.42,45720729.22,Kerry Gilders,10/25/2007,Olenolin de Guise,9/9/1974
Austin Powers: International Man of Mystery,Fantasía,2.15,19094397.54,19368635.16,Alexis Koubu,5/17/1947,Samuele Primmer,9/25/2018
First Love (Primo Amore),Terror,2.05,22612127.83,14013499.64,Hercules Arent,7/17/1943,Joyce Wolfart,12/5/2024
Ramona and Beezus,Romance,3.68,13361254.13,34494509.7,Willey MacLure,10/27/1949,Casie Busher,9/6/1931
Barenaked in America,Suspense,2.44,13600138.66,30146469.49,Barnabe Hallgath,7/16/1984,Margarete Cosgrave,11/3/1941
"Love Song for Bobby Long, A",Cine negro,3.65,20347966.39,17063710.06,Cathee Weston,1/4/2007,Flory Pauncefort,8/13/2014
Incognito,Fantasía,2.64,14108805.37,8991085.57,Annalee Follin,3/18/1997,Gerrard Oty,2/6/1984
Feed,Acción,2.13,24271888.29,32140099.43,Brok Huard,1/9/1955,Hurley Hamel,6/21/1973
"Goodbye, 20th Century",Musical,2.41,11779914.49,35191754.27,Karna Keddey,4/4/2009,Eddy Leijs,5/1/1953
Edge of Darkness,Ciencia ficción,3.26,15673124.57,28986508.57,Vivie Allaker,6/15/1969,Ariadne Guyer,1/6/1969
"Smurfs 2, The",Musical,3.56,13580383.26,30245363.7,Gabby Beckwith,10/30/1980,Kelvin Boardman,4/4/2012
"Abbott and Costello Meet the Killer, Boris Karloff",Documental,2.5,7801701.06,20734731.97,Filbert Squibe,6/10/2017,Marwin Cochran,10/22/2024
War,Histórico,3.2,28319220.6,68912097.07,Dell Toffaloni,11/3/1992,Valeda Leil,2/24/1990
Afterglow,Bélico,2.88,5807122.76,14114124.59,Amalita Pantone,5/25/1974,Brook Meaker,9/22/1988
Unprecedented: The 2000 Presidential Election,Drama,1.9,12984239.44,29887382.13,Codie Shalcras,8/10/1953,Jerrilee Smallthwaite,6/15/1959
Intimate Relations,Suspense,3.4,13832969.82,7948433.36,Mariann Von Der Empten,10/9/1941,Thorvald Willshere,3/24/1990
"Romantic Englishwoman, The",Animación,3.89,26355274.76,46670601.98,Kandace Clitheroe,5/15/2006,Nananne Nelthorp,1/15/1940
Wild Seven,Histórico,1.41,9666775.47,17984184.28,Shurwood Blankett,4/21/1939,Ferd Paur,1/25/1938
Missile to the Moon,Aventura,3.0,6686290.58,6337592.78,Gillie Iannelli,6/18/2014,Nanon Dixson,6/7/1935
"Foul King, The (Banchikwang)",Misterio,2.66,9515181.62,19737223.01,Ole Christene,4/6/1931,Tomasine Ricks,7/12/2002
Candyman: Farewell to the Flesh,Ciencia ficción,2.53,6891677.58,7494967.13,Dillie Rickersy,3/31/1955,Benji Lakes,7/23/2019
"Silent Night, Deadly Night 5: The Toy Maker",Animación,2.99,14102770.75,10059068.48,Zoe Rosell,1/1/1995,Kassey Chilcott,8/23/2005
Boy A,Animación,2.22,7879438.47,8678551.21,Hartley Joll,3/1/1986,Evelyn Schulze,11/25/1963
Snow White and the Seven Dwarfs,Ciencia ficción,3.07,8651366.95,15920094.16,Cinda Bloxam,6/23/1992,Victoria Deyenhardt,12/9/1955
Bellissima,Documental,2.63,13384875.4,9926180.34,Ethelda Ferdinand,11/28/1944,Katrine Minchinton,5/11/1958
The Land,Bélico,2.8,7764850.04,13182545.08,Elvera Chiese,9/19/1973,Turner Berney,2/5/1963
The Gallant Hours,Fantasía,2.17,26712654.61,21455718.15,Gearard Cattonnet,8/15/1980,Shawn Brunnstein,1/2/1989
Why Don't You Play In Hell? (Jigoku de naze warui),Western,1.19,22034599.77,20610416.74,Alyda Statter,10/21/1967,Rosette Burkinshaw,5/2/1937
"Fragile Trust: Plagiarism, Power, and Jayson Blair at the New York Times, A",Misterio,2.24,15043515.11,18014028.15,Krystalle Sahnow,7/24/1979,Aurelie Boodell,11/13/1966
Medicine Man,Animación,3.82,25213654.13,54955333.64,Angelo Phripp,5/23/2012,Pattie Elmhirst,6/13/2022
Prozac Nation,Romance,1.55,5823149.89,5034824.9,Nowell Keetch,2/26/1970,Prince Eldin,4/25/2001
"Scorpion King 2: Rise of a Warrior, The",Fantasía,2.5,14830417.54,42969258.09,Rennie Hugnet,11/2/1949,Annadiane Semon,10/15/1969
Bachelorette,Suspense,2.48,14490319.97,15214127.82,Perri Myring,8/15/1947,Giulio Penella,7/16/2019
Yellow Submarine,Suspense,3.1,12288381.09,29329700.35,Lenka Upcraft,3/18/2021,Jannel Vanyarkin,7/21/1964
Forbidden Fruit (Kielletty hedelmä),Romance,3.12,28228260.12,29286742.56,Tuesday Torrecilla,1/19/1971,Mariquilla Durn,6/14/2014
French Roast,Romance,3.11,22996222.2,48741792.38,Tildie Tomaszek,8/21/2024,Glenna Landrick,8/22/2020
"Trap: What Happened to Our Dream of Freedom, The",Animación,2.97,9597423.11,23748765.31,Francesca Demeza,9/19/1998,Xaviera Jepp,4/29/2025
Triage,Drama,2.4,10780676.43,24132910.56,Amye Lamp,4/19/1988,Keven Powner,2/12/1944
Confessions of a Window Cleaner,Musical,1.25,16408150.93,40325894.34,Niels Bristow,9/14/1940,Arny Dougan,3/15/2014
"Escort, The (Scorta, La)",Musical,1.73,24996893.93,54560724.1,Noll Surcombe,1/29/2011,Chiquita Crock,9/29/1963
Assassination of a High School President,Western,1.32,25044881.92,72709954.87,Arnold Cleary,12/16/2002,Dorena Nann,7/4/1944
Pat Garrett and Billy the Kid,Animación,1.7,28051081.57,66083117.45,Parry Brockelsby,1/17/1976,Janeen Routham,10/31/1956
What About Dick?,Histórico,2.97,12330848.69,34363992.43,Valaree Gabits,1/25/1939,Myca Grime,10/26/1956
Mao's Last Dancer,Musical,3.4,14520336.64,40276895.34,Hildagard Syseland,11/25/2017,Shela Goudman,3/15/1974
Rust and Bone (De rouille et d'os),Suspense,3.92,14386261.68,13507041.01,Berky Daniello,11/11/2011,Jarrett Gauche,10/24/2017
Kisses for My President,Bélico,2.33,20461881.35,17264489.03,Lothario Birdis,8/21/2011,Garreth Pell,1/26/1961
Little Big League,Musical,1.6,12271266.36,18236725.42,Toby Driffill,5/20/1966,Debora Angrave,3/14/2008
Spy Game,Animación,2.45,11648693.99,12149078.0,Kingsly Frammingham,11/16/1937,Amandy Canland,4/20/2003
Documentarian,Terror,2.14,22855443.08,67487413.55,Nestor Luckhurst,2/12/1990,Lin Purviss,8/29/1986
Yentl,Bélico,3.55,22339879.12,25348506.62,Curr Zmitruk,7/29/1970,Felisha Grunguer,2/16/2009
Like Mike 2: Streetball,Comedia,3.87,11990665.79,18107643.77,Marrilee Verbrugghen,7/21/1949,Bevin Few,12/19/2018
Panther,Drama,1.44,23588702.08,36677176.74,Raina Gounin,6/23/1940,Katharyn Spender,2/27/1968
Greenfingers,Musical,2.64,10028211.02,14050706.3,Mohandas Joselovitch,6/28/1970,Jenda Shapcott,8/22/1978
Seabiscuit,Western,2.82,20513575.76,20016199.6,Jena Taffe,12/3/1943,Shurlocke Hattigan,4/11/1945
Beauty and the Beast,Bélico,3.36,27454390.52,37846814.35,Zorina Bullan,6/16/1938,Dorice Lismer,6/6/1961
"Alphaville (Alphaville, une étrange aventure de Lemmy Caution)",Western,1.96,8418882.82,16307571.43,Hewett Whistlecroft,7/28/1961,Mattias Couth,11/11/2002
"Proprietor, The",Histórico,1.46,8483021.73,24013949.66,Gare O'Shiels,6/24/1976,Dur Lenormand,10/28/2008
"Skeleton Twins, The",Fantasía,2.24,9623650.94,26182313.03,David Chilvers,12/5/1993,Ninnette Gallie,12/26/1974
"To Do List, The",Romance,3.26,25749354.0,17335414.89,Ryan Startin,4/10/2024,Elizabeth Coleby,3/4/2019
Switch,Terror,1.79,19263302.13,34132659.76,Delilah Nand,1/25/1935,Rikki Backsal,1/20/2010
"Married Couple, A",Acción,1.63,19834692.17,25755817.05,Pryce Carbin,8/7/1934,Syman Maeer,4/28/1930
Flash of Genius,Cine negro,3.24,19093271.69,46052667.16,Gilberto Moulds,6/10/1939,Riccardo Schach,8/22/1951
The Confessions of Bernhard Goetz,Histórico,2.35,24321158.38,25628506.19,Catriona Went,11/20/1970,Xena Brumble,10/25/1955
Once,Ciencia ficción,3.01,11816786.2,22415458.15,Camellia Toft,8/27/2018,Enrique Coverley,1/11/1995
"Afflicted, The",Musical,1.09,6639119.89,4486281.37,Rawley Fidoe,3/1/1931,Kristin Jeffs,3/29/2017
Nativity!,Terror,1.49,10841860.16,7471656.14,Annaliese Brigge,8/12/1986,Emmie Bricksey,12/15/1933
"Marva Collins Story, The",Animación,2.88,20225727.17,41085852.97,Gabie Meiklejohn,9/1/1981,Nolie Ryley,7/10/1942
SuperBabies: Baby Geniuses 2,Animación,2.01,13261730.62,32022088.56,Silvester Dewen,3/6/1939,Hewie Winpenny,7/22/1949
We Were Soldiers,Misterio,2.33,18917044.72,55682754.59,Maury Lindwall,10/13/1964,Dewitt Heathcott,6/23/2023
Forbidden Planet,Terror,3.49,14832434.21,17362119.22,Gary Mussolini,12/2/1935,Lammond McNaught,5/12/1966
Newsfront,Acción,3.65,29041523.69,37423002.17,Ignatius Phillipps,8/2/1980,Stormy McGinly,1/1/1941
"Trial, The (Procès, Le)",Aventura,2.88,28275892.3,57364285.7,Selle Melson,11/23/2004,Alexis Lackney,9/2/1979
Single White Female 2: The Psycho,Musical,1.13,25099375.43,17368080.4,Stormie Pendred,9/29/2000,Dionysus Lacrouts,2/16/1983
End of the Century: The Story of the Ramones,Bélico,2.27,26359054.23,22220383.06,Minerva Bould,8/9/1936,Kenton Ollander,6/4/1953
"Rock, Paper, Scissors: The Way of the Tosser",Animación,2.21,27484245.19,71454676.78,Margarette McPhate,5/28/1934,Brade Wolfendell,1/28/1946
Stalag 17,Musical,1.18,20618831.66,25326323.25,Venus Yurkov,12/2/1942,Cal Lawey,1/10/1979
Fed Up,Aventura,1.95,21043143.42,20293706.53,Darin Absolem,7/6/1975,Samaria Bedells,3/29/1952
Vesku from Finland (Vesku),Aventura,1.94,22048524.0,24400644.33,Jen Markussen,10/12/1974,Salvatore Kundert,8/18/1976
Landscape in the Mist (Topio stin omichli),Ciencia ficción,2.5,20005030.25,51552455.64,Erin Da Costa,8/7/1965,Pierette Hansill,5/3/1932
W.W. and the Dixie Dancekings,Drama,3.72,6703484.64,18176118.88,Waverly Bolam,7/26/1948,Leandra Gotfrey,12/29/1944
Possible Worlds,Animación,1.36,16952873.72,42920193.78,Lyell O'Riordan,10/31/1934,Baron Attril,5/6/1997
Strangers on a Train,Comedia,1.93,29778241.26,32139683.57,Farrand Kroch,8/4/2015,Tanya Sarfatti,5/3/1976
Surveillance,Fantasía,2.86,11159342.48,33412109.7,Sid Testin,3/26/1966,Conrad Toppin,12/14/2019
Journey to the Far Side of the Sun (a.k.a. Doppelgänger),Romance,3.54,28481902.8,61228608.94,Fanchon Eacle,3/19/1980,Frazer MacWhirter,10/8/1940
My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud),Fantasía,3.39,26751658.8,33848346.1,Boonie Surguine,9/17/1965,Anita Gillcrist,9/18/1997
Remember Me (Ricordati di me),Documental,2.52,21282037.61,45108219.22,Gayle Shiels,6/23/1946,Nathanil MacNeilly,5/22/1944
"Intruder, The (L'intrus)",Animación,3.59,17878183.73,44405667.45,Park Philippet,3/10/1935,Lanna Clemens,2/12/2009
I'm with Lucy,Romance,3.15,14772509.61,22761781.89,Anallise McEllen,6/26/1973,Shaylah Wardroper,6/14/1949
"Man Who Couldn't Say No, The (Mies joka ei osannut sanoa EI)",Misterio,2.0,26308632.55,58547031.06,Anna-diana Clemenson,1/28/2005,Wandis Chapellow,5/3/1994
Bounce: Behind the Velvet Rope,Cine negro,3.81,16665747.86,41901828.38,Birgitta Silcock,9/6/2014,Hugibert Brockington,4/12/1997
"Kingdom II, The (Riget II)",Musical,3.68,16234110.78,15896188.63,Cozmo Baus,11/13/2014,Franciska Patek,4/26/1991
"Beach, The",Bélico,3.31,15652737.55,42306257.1,Esme Garretson,10/3/1967,Oberon Stubley,6/23/1987
Miss Potter,Terror,2.54,5008997.08,9273884.42,Sadie Monks,2/17/1987,Estella Le Franc,12/27/1935
Humpday,Drama,3.45,26823158.92,16065722.3,Carlina Ravens,2/24/1983,Vernor Mahaddy,9/20/1949
"Myriad of Lights (Lights of Ten Thousand Homes, The) (Wanjia denghuo)",Animación,2.77,15928260.24,37562073.48,Klarika O'Keevan,7/7/1970,Devin Scotney,6/23/1937
Silja - nuorena nukkunut,Western,3.42,24060171.21,23340863.28,Fowler Shegog,8/30/1994,Raphael Gurwood,10/5/1948
War of the Robots (La guerra dei robot),Bélico,1.65,12236998.85,24623821.76,Anthia Cornejo,2/21/2010,Letta Toyne,1/19/1970
Princess and the Pony,Cine negro,2.46,8005746.26,7148449.03,Garvey Stuttman,6/25/2014,Reynold Glanville,7/31/1980
Treasure of the Yankee Zephyr (Race for the Yankee Zephyr),Documental,1.79,18230370.44,53243857.35,Keelia Dench,7/31/2002,Franz Pendrick,8/28/1994
"Barretts of Wimpole Street, The (a.k.a. Forbidden Alliance)",Fantasía,1.78,13280884.55,22136517.22,Augustina Auden,12/20/1940,Gerry Burfoot,7/20/1962
Sophia de Mello Breyner Andresen,Western,1.24,16938811.44,36791384.16,Elsy Gorvette,4/21/1960,Jemie Mummery,12/1/2007
Essential Killing,Ciencia ficción,3.54,28145570.99,61824255.65,Nita Lovstrom,1/28/1960,Freddie Zeplin,8/28/1957
"Hard, Fast and Beautiful",Terror,1.68,11720719.14,30326882.8,Tulley Chew,5/7/1969,Arden Maffioni,7/5/1983
